Dato;Wind;Temp;Sun;MWh;Flow
01/01/2020;5.21;4.29;40.00;373686.00;11049.86
02/01/2020;6.13;4.42;0.00;388693.00;11408.08
03/01/2020;5.50;5.29;31.00;369654.00;10790.46
04/01/2020;6.38;3.29;240.00;383225.00;11260.85
05/01/2020;3.42;3.79;5.00;396924.00;11696.14
06/01/2020;4.67;5.83;0.00;368927.00;10838.81
07/01/2020;5.54;5.83;70.00;365760.00;10678.15
08/01/2020;5.92;6.50;46.00;353054.00;10340.40
09/01/2020;3.83;5.21;0.00;366814.00;10663.38
10/01/2020;3.42;4.04;17.00;369348.00;10740.52
11/01/2020;6.83;4.50;0.00;393587.00;11384.60
12/01/2020;4.25;6.38;0.00;342459.00;10056.95
13/01/2020;3.92;4.25;74.00;380597.00;11084.02
14/01/2020;7.67;6.96;60.00;357564.00;10391.62
15/01/2020;7.08;7.08;0.00;344338.00;10149.67
16/01/2020;5.17;5.75;136.00;367589.00;10828.92
17/01/2020;3.71;5.88;122.00;359675.00;10549.62
18/01/2020;5.04;4.29;50.00;360757.00;10525.77
19/01/2020;3.63;3.17;359.00;377291.00;11057.47
20/01/2020;4.50;5.29;40.00;382960.00;11190.07
21/01/2020;6.08;5.71;0.00;366783.00;10676.54
22/01/2020;3.79;4.21;311.00;366783.00;10651.23
23/01/2020;4.17;5.21;0.00;366514.00;10714.74
24/01/2020;4.38;5.75;2.00;340646.00;10393.56
25/01/2020;3.38;5.29;6.00;340646.00;10143.44
26/01/2020;4.04;3.92;1.00;361220.00;10716.83
27/01/2020;3.79;5.38;10.00;358323.00;10647.42
28/01/2020;4.38;4.17;6.00;357249.00;10558.61
29/01/2020;4.67;4.13;189.00;368482.00;10996.21
30/01/2020;6.75;6.38;0.00;357692.00;10656.03
31/01/2020;6.46;7.13;1.00;344571.00;10303.25
01/02/2020;8.17;7.25;18.00;321265.00;9686.59
02/02/2020;3.88;3.21;77.00;360596.00;10880.77
03/02/2020;3.71;4.29;26.00;370355.00;11057.62
04/02/2020;4.29;2.46;238.00;379796.00;11419.48
05/02/2020;3.75;2.21;270.00;414735.00;12568.61
06/02/2020;5.33;5.88;15.00;372366.00;11141.30
07/02/2020;2.46;4.17;0.00;362260.00;10891.30
08/02/2020;3.79;3.17;55.00;373840.00;10325.02
09/02/2020;10.38;6.33;0.00;361231.00;9915.54
10/02/2020;8.42;4.58;64.00;368858.00;10104.99
11/02/2020;7.33;3.21;80.00;385838.00;10699.18
12/02/2020;7.42;3.17;42.00;408866.00;11372.86
13/02/2020;3.42;2.54;128.00;396734.00;10911.92
14/02/2020;2.63;2.88;67.00;394207.00;10834.24
15/02/2020;6.50;6.42;0.00;361897.00;9993.87
16/02/2020;9.67;7.83;0.00;330720.00;9195.07
17/02/2020;9.58;6.04;35.00;388436.00;10851.93
18/02/2020;6.88;4.75;129.00;383656.00;10638.85
19/02/2020;4.42;3.96;209.00;373365.00;10429.33
20/02/2020;6.38;4.71;0.00;379325.00;10494.09
21/02/2020;7.50;4.96;80.00;384874.00;10700.73
22/02/2020;11.08;6.00;79.00;365036.00;10220.38
23/02/2020;6.88;4.04;16.00;384325.00;10735.76
24/02/2020;3.88;2.96;0.00;404080.00;11174.78
25/02/2020;8.88;3.13;13.00;409588.00;11277.47
26/02/2020;2.71;0.25;37.00;423705.00;11688.28
27/02/2020;1.92;1.00;258.00;402639.00;11596.52
28/02/2020;4.67;3.25;283.00;379753.00;10637.46
29/02/2020;5.50;4.46;86.00;361600.00;10088.83
01/03/2020;6.92;4.25;139.00;361753.00;10094.77
02/03/2020;2.79;3.50;153.00;375632.00;10365.84
03/03/2020;2.17;3.46;164.00;361162.00;9962.04
04/03/2020;2.58;2.33;312.00;380896.00;10561.62
05/03/2020;1.75;1.88;248.00;375409.00;10447.50
06/03/2020;4.83;2.08;56.00;394756.00;10866.92
07/03/2020;2.13;2.08;278.00;381646.00;10596.37
08/03/2020;6.75;6.38;0.00;357930.00;10596.37
09/03/2020;2.96;6.08;89.00;340577.00;9509.39
10/03/2020;5.79;5.67;0.00;353673.00;9706.23
11/03/2020;7.21;6.21;378.00;329446.00;9282.65
12/03/2020;9.75;5.17;175.00;350216.00;9761.62
13/03/2020;5.08;3.21;208.00;362476.00;10097.58
14/03/2020;3.17;1.46;571.00;363791.00;10320.11
15/03/2020;6.79;6.21;0.00;347244.00;9724.35
16/03/2020;4.04;6.29;107.00;327290.00;9266.86
17/03/2020;5.54;6.21;44.00;341911.00;9683.67
18/03/2020;5.92;7.04;1.00;329638.00;9364.86
19/03/2020;3.08;4.79;402.00;319909.00;9102.94
20/03/2020;3.17;3.71;565.00;313252.00;8910.49
21/03/2020;2.96;1.96;645.00;332727.00;9441.68
22/03/2020;3.17;1.75;490.00;346548.00;9787.38
23/03/2020;3.67;1.92;684.00;356994.00;10064.61
24/03/2020;4.08;3.25;587.00;340870.00;9601.17
25/03/2020;3.25;3.63;678.00;320851.00;9131.59
26/03/2020;2.21;3.42;641.00;303390.00;8741.08
27/03/2020;2.08;3.83;704.00;299067.00;8618.44
28/03/2020;4.08;4.50;552.00;282110.00;8202.18
29/03/2020;6.29;1.92;706.00;311702.00;8892.64
30/03/2020;3.88;3.63;533.00;307188.00;8791.29
31/03/2020;3.92;2.25;372.00;341632.00;9586.23
01/04/2020;7.13;5.42;71.00;318352.00;8943.35
02/04/2020;8.50;5.00;55.00;330770.00;9328.66
03/04/2020;5.96;3.13;367.00;339266.00;9667.31
04/04/2020;2.42;4.13;267.00;315481.00;9210.13
05/04/2020;4.00;8.04;719.00;264523.00;8257.13
06/04/2020;3.79;10.54;744.00;212739.00;6981.06
07/04/2020;2.96;8.54;745.00;195163.00;7031.84
08/04/2020;2.88;8.88;575.00;203986.00;7293.13
09/04/2020;4.71;6.33;634.00;210681.00;6889.97
10/04/2020;3.46;4.17;664.00;248532.00;7861.24
11/04/2020;1.88;5.38;47.00;274125.00;8810.98
12/04/2020;5.67;9.00;608.00;223302.00;7566.47
13/04/2020;6.67;3.83;600.00;269137.00;8706.24
14/04/2020;5.13;4.17;434.00;301656.00;8642.88
15/04/2020;6.79;7.33;459.00;258285.00;7794.15
16/04/2020;5.17;7.33;591.00;230531.00;7530.66
17/04/2020;1.96;6.17;773.00;233415.00;7918.82
18/04/2020;2.58;6.38;766.00;214623.00;7487.52
19/04/2020;3.00;6.92;783.00;210802.00;7256.48
20/04/2020;3.00;8.42;795.00;203325.00;7146.36
21/04/2020;4.25;9.42;806.00;183157.00;6759.96
22/04/2020;3.42;9.88;812.00;175026.00;6465.67
23/04/2020;1.96;10.96;799.00;159538.00;6041.60
24/04/2020;5.38;7.67;436.00;173331.00;6399.15
25/04/2020;3.13;8.04;577.00;182633.00;6472.48
26/04/2020;2.75;6.63;2.00;204559.00;7046.68
27/04/2020;1.67;6.25;3.00;254213.00;8280.59
28/04/2020;2.00;6.83;359.00;234694.00;7746.04
29/04/2020;4.21;6.92;2.00;237130.00;7811.89
30/04/2020;3.75;7.63;82.00;243818.00;7919.86
01/05/2020;2.33;7.38;81.00;246695.00;8055.90
02/05/2020;2.67;7.67;154.00;221451.00;7417.65
03/05/2020;4.00;7.42;361.00;221283.00;7542.12
04/05/2020;4.38;6.54;769.00;225931.00;7734.36
05/05/2020;2.67;7.21;693.00;208240.00;7221.73
06/05/2020;5.63;7.08;428.00;221217.00;7502.34
07/05/2020;4.58;8.75;475.00;204903.00;6865.18
08/05/2020;3.63;9.38;584.00;183858.00;6599.12
09/05/2020;0.88;11.71;531.00;149589.00;5746.14
10/05/2020;4.46;7.21;348.00;168205.00;6253.23
11/05/2020;4.63;5.54;659.00;222735.00;7578.17
12/05/2020;4.63;5.04;371.00;227439.00;7755.75
13/05/2020;2.63;5.17;590.00;227248.00;7764.59
14/05/2020;4.88;5.92;531.00;219269.00;7545.83
15/05/2020;6.33;8.08;271.00;379179.00;7417.36
16/05/2020;7.83;8.88;130.00;206020.00;7249.64
17/05/2020;6.88;9.63;199.00;203860.00;7221.59
18/05/2020;4.17;10.04;0.00;212655.00;7370.87
19/05/2020;4.79;10.46;614.00;190707.00;6659.77
20/05/2020;2.00;11.33;734.00;162601.00;5972.23
21/05/2020;1.29;13.63;662.00;127838.00;5024.87
22/05/2020;4.00;13.13;220.00;127661.00;4955.15
23/05/2020;5.13;11.67;353.00;139342.00;5158.07
24/05/2020;6.88;10.13;11.00;169845.00;5895.80
25/05/2020;4.38;11.63;477.00;173696.00;6073.75
26/05/2020;1.88;11.38;549.00;150459.00;5709.43
27/05/2020;4.63;11.42;519.00;139126.00;5444.98
28/05/2020;3.29;10.13;905.00;151259.00;5732.06
29/05/2020;1.50;10.67;902.00;142674.00;5546.55
30/05/2020;2.46;14.50;882.00;110785.00;4754.35
31/05/2020;2.63;14.08;795.00;100396.00;4543.12
01/06/2020;1.50;15.04;837.00;97519.00;4487.85
02/06/2020;1.58;16.33;826.00;89132.00;4266.40
03/06/2020;2.08;15.58;551.00;88387.00;4277.40
04/06/2020;3.21;12.13;12.00;107757.00;4679.92
05/06/2020;3.71;10.63;280.00;123234.00;5039.33
06/06/2020;4.54;9.33;280.00;136002.00;5287.07
07/06/2020;1.83;10.79;228.00;141931.00;5309.11
08/06/2020;2.13;10.17;405.00;152210.00;5570.06
09/06/2020;1.25;10.21;189.00;151726.00;5690.47
10/06/2020;1.83;13.83;161.00;136282.00;5396.29
11/06/2020;4.46;17.08;266.00;109800.00;4873.77
12/06/2020;5.04;16.04;6.00;109800.00;4650.94
13/06/2020;4.83;16.96;54.00;97633.00;4548.09
14/06/2020;5.08;16.88;905.00;90559.00;4428.81
15/06/2020;1.79;16.83;936.00;86442.00;4341.14
16/06/2020;1.46;17.92;904.00;78606.00;4182.86
17/06/2020;1.58;18.38;376.00;73862.00;4057.67
18/06/2020;1.79;18.25;482.00;71970.00;4085.07
19/06/2020;2.50;15.67;5.00;77511.00;4270.47
20/06/2020;4.04;15.79;210.00;80786.00;4280.54
21/06/2020;1.96;16.33;722.00;80663.00;4317.42
22/06/2020;3.67;15.54;707.00;80687.00;4228.51
23/06/2020;1.88;15.88;944.00;82212.00;4206.76
24/06/2020;1.38;18.79;859.00;73278.00;3858.15
25/06/2020;3.38;20.33;911.00;65829.00;3792.70
26/06/2020;3.21;21.46;883.00;60637.00;3681.20
27/06/2020;2.50;20.08;494.00;56160.00;3165.60
28/06/2020;3.71;16.04;233.00;62193.00;3462.92
29/06/2020;4.54;13.83;348.00;77507.00;4181.46
30/06/2020;6.04;13.29;81.00;89630.00;4485.44
01/07/2020;2.92;14.21;125.00;95941.00;4626.28
02/07/2020;3.13;13.58;548.00;93394.00;4555.91
03/07/2020;3.50;12.08;127.00;103466.00;4953.69
04/07/2020;5.04;14.67;0.00;103492.00;4763.84
05/07/2020;6.96;14.67;95.00;175756.56;4731.15
06/07/2020;7.17;12.08;374.00;119864.00;5223.45
07/07/2020;4.71;11.42;251.00;129210.00;5662.13
08/07/2020;4.25;11.17;339.00;132539.00;5820.54
09/07/2020;1.88;11.96;534.00;115760.00;5394.19
10/07/2020;3.38;10.79;282.00;120872.00;5631.41
11/07/2020;5.17;12.04;520.00;117824.00;5476.34
12/07/2020;4.21;12.83;239.00;116071.00;5421.51
13/07/2020;2.96;13.96;357.00;112611.00;5389.56
14/07/2020;2.67;13.58;131.00;105582.00;5165.82
15/07/2020;2.13;13.08;267.00;107373.00;5197.91
16/07/2020;1.79;13.96;434.00;97862.00;4952.66
17/07/2020;1.83;14.79;505.00;92367.00;4833.19
18/07/2020;2.29;17.33;201.00;77425.00;4614.87
19/07/2020;2.33;17.00;57.00;74429.00;4374.65
20/07/2020;3.92;13.50;481.00;89264.00;4716.80
21/07/2020;4.17;12.83;553.00;94727.00;4863.32
22/07/2020;3.38;12.21;513.00;95581.00;4896.00
23/07/2020;2.50;12.13;53.00;104649.00;5060.57
24/07/2020;4.50;14.33;291.00;98712.00;4842.76
25/07/2020;2.08;14.83;237.00;92756.00;4605.50
26/07/2020;4.17;15.75;157.00;86719.00;4515.40
27/07/2020;3.08;15.13;240.00;94475.00;4769.41
28/07/2020;5.29;14.67;214.00;95013.00;4756.48
29/07/2020;5.88;12.54;75.00;117758.00;5843.82
30/07/2020;5.17;13.38;312.00;120698.00;4689.57
31/07/2020;1.75;15.63;771.00;102013.00;4689.57
01/08/2020;3.75;18.13;551.00;77800.00;4116.81
02/08/2020;3.29;15.21;162.00;79602.00;4176.22
03/08/2020;2.46;13.46;588.00;79602.00;4424.70
04/08/2020;2.42;12.96;653.00;97110.00;4579.56
05/08/2020;4.00;15.88;59.00;91292.00;4449.34
06/08/2020;2.25;19.83;428.00;80321.00;4182.67
07/08/2020;1.71;21.67;787.00;69782.00;3953.27
08/08/2020;1.13;21.83;632.00;57775.00;3381.68
09/08/2020;1.38;21.04;664.00;54254.00;3428.59
10/08/2020;2.21;21.67;761.00;58266.00;3611.06
11/08/2020;2.71;21.79;739.00;55331.00;3613.46
12/08/2020;3.58;20.38;786.00;56082.00;3573.92
13/08/2020;2.38;20.25;830.00;57554.00;3650.36
14/08/2020;1.63;19.08;814.00;56665.00;3643.94
15/08/2020;1.25;19.38;720.00;53067.00;3777.88
16/08/2020;2.54;21.79;725.00;50542.00;3953.73
17/08/2020;3.21;21.92;763.00;51762.00;3475.27
18/08/2020;1.38;17.88;268.00;54572.00;3555.37
19/08/2020;1.25;17.42;505.00;59644.00;3642.32
20/08/2020;2.08;17.83;63.00;61777.00;3761.89
21/08/2020;4.63;19.88;251.00;61720.00;3714.74
22/08/2020;4.50;17.38;293.00;61950.00;3720.09
23/08/2020;3.33;14.54;293.00;72128.00;3816.27
24/08/2020;1.96;13.25;250.00;87507.00;4085.37
25/08/2020;2.58;12.96;335.00;96143.00;4503.35
26/08/2020;3.17;15.42;59.00;86820.00;4263.98
27/08/2020;3.29;13.38;275.00;97323.00;4662.75
28/08/2020;2.79;13.00;14.00;109937.00;4910.20
29/08/2020;1.04;13.58;96.00;104025.00;4629.04
30/08/2020;2.25;13.54;392.00;101687.00;4683.21
31/08/2020;1.38;13.08;455.00;104810.00;4800.22
01/09/2020;1.67;12.29;649.00;111414.00;4959.67
02/09/2020;1.38;13.96;635.00;104033.00;4759.85
03/09/2020;3.08;12.75;150.00;111379.00;4924.06
04/09/2020;3.71;14.50;227.00;106949.00;4840.23
05/09/2020;3.25;11.92;315.00;113096.00;5000.81
06/09/2020;2.79;10.58;412.00;113096.00;5273.50
07/09/2020;3.04;11.96;414.00;132704.00;5539.71
08/09/2020;4.67;15.50;277.00;109934.00;4966.42
09/09/2020;5.46;14.92;145.00;107132.00;4832.97
10/09/2020;3.29;11.25;411.00;125438.00;5355.16
11/09/2020;3.33;12.63;65.00;132493.00;5375.50
12/09/2020;4.21;13.50;84.00;121825.00;5097.02
13/09/2020;4.79;14.96;2.00;123246.00;5173.79
14/09/2020;2.42;16.29;594.00;108593.00;4852.14
15/09/2020;1.04;16.67;589.00;108593.00;4594.60
16/09/2020;3.58;12.71;318.00;102502.00;4777.47
17/09/2020;1.38;9.21;670.00;136690.00;5604.47
18/09/2020;0.92;8.75;685.00;150782.00;5942.04
19/09/2020;0.38;9.42;280.00;149897.00;5843.98
20/09/2020;0.46;9.50;178.00;154466.00;5882.35
21/09/2020;0.83;10.71;369.00;153340.00;5924.52
22/09/2020;1.29;11.25;536.00;153340.00;5740.39
23/09/2020;2.92;13.75;206.00;122594.00;5215.68
24/09/2020;5.21;13.46;302.00;124044.00;5239.99
25/09/2020;3.25;11.54;1.00;149420.00;5750.04
26/09/2020;3.67;12.13;11.00;152286.00;5765.19
27/09/2020;5.42;16.17;235.00;125837.00;5186.52
28/09/2020;2.96;14.04;25.00;128934.00;5278.72
29/09/2020;2.42;12.79;28.00;148231.00;5676.25
30/09/2020;2.33;13.13;65.00;144628.00;5605.46
01/10/2020;5.00;13.67;136.00;147988.78;5701.95
02/10/2020;5.33;13.88;36.00;143663.56;5566.41
03/10/2020;8.17;14.71;40.00;138836.41;5381.11
04/10/2020;3.38;12.38;281.00;132419.69;5281.71
05/10/2020;3.25;10.79;258.00;162000.96;6033.12
06/10/2020;2.79;10.38;50.00;177853.97;6348.88
07/10/2020;2.21;11.08;143.00;173466.55;6130.55
08/10/2020;2.79;9.67;7.00;198291.88;6601.34
09/10/2020;2.58;8.54;130.00;220340.77;7256.82
10/10/2020;2.88;7.58;175.00;214772.64;7145.79
11/10/2020;1.63;6.83;288.00;217044.69;7299.99
12/10/2020;1.13;6.88;53.00;248231.42;8122.16
13/10/2020;1.63;8.25;336.00;221952.73;7473.48
14/10/2020;4.54;7.13;279.00;239141.89;7952.11
15/10/2020;3.00;6.75;130.00;252246.72;8246.13
16/10/2020;1.67;6.29;360.00;254775.00;8331.81
17/10/2020;2.83;8.00;418.00;235346.86;7858.53
18/10/2020;3.50;6.58;400.00;222778.27;7533.43
19/10/2020;1.63;5.96;266.00;270293.21;8651.48
20/10/2020;3.58;8.42;2.00;264763.03;8312.01
21/10/2020;4.25;12.17;1.00;300826.33;7343.50
22/10/2020;6.75;12.25;92.00;207470.93;6830.98
23/10/2020;3.33;10.42;115.00;220683.64;7017.64
24/10/2020;3.79;10.71;251.00;204154.01;6570.00
25/10/2020;4.63;11.29;0.00;214409.12;6900.87
26/10/2020;3.38;8.96;23.00;240217.38;7435.88
27/10/2020;4.71;8.29;129.00;259971.26;8039.61
28/10/2020;4.17;8.75;234.00;259595.66;8095.25
29/10/2020;2.42;8.17;330.00;253195.10;7929.63
30/10/2020;2.79;10.50;0.00;242485.64;7645.98
31/10/2020;2.54;10.71;103.00;215913.53;6993.87
01/11/2020;4.71;10.92;98.00;217901.60;6990.54
02/11/2020;8.75;13.29;0.00;207120.15;6852.90
03/11/2020;5.04;8.79;287.00;247977.43;8038.74
04/11/2020;4.71;7.50;303.00;273150.63;8608.39
05/11/2020;5.54;9.58;0.00;272887.00;8400.19
06/11/2020;3.25;10.96;229.00;230110.05;7363.04
07/11/2020;1.29;6.92;74.00;238392.62;7509.28
08/11/2020;1.50;5.17;425.00;279266.02;8636.91
09/11/2020;3.38;6.21;2.00;297575.26;9091.82
10/11/2020;3.00;5.63;0.00;312135.46;9436.55
11/11/2020;2.13;4.54;0.00;326863.09;9883.41
12/11/2020;3.46;7.17;0.00;304839.65;9308.84
13/11/2020;2.63;7.33;125.00;295299.37;9037.96
14/11/2020;2.42;7.33;140.00;280820.22;8666.30
15/11/2020;4.46;10.96;174.00;234339.04;7474.14
16/11/2020;4.29;8.83;94.00;264470.00;8138.80
17/11/2020;5.33;10.25;0.00;267187.00;8187.90
18/11/2020;7.08;10.88;0.00;258800.00;7980.86
19/11/2020;7.04;5.63;146.00;307319.00;9294.06
20/11/2020;2.46;2.75;252.00;359398.00;10950.04
21/11/2020;6.79;8.04;0.00;310704.00;9415.19
22/11/2020;5.46;7.04;233.00;301766.00;9281.08
23/11/2020;4.13;6.33;240.00;323097.00;9778.65
24/11/2020;5.17;8.83;0.00;299100.00;9091.06
25/11/2020;3.38;6.46;11.00;311354.00;9395.62
26/11/2020;2.58;6.04;284.00;295083.00;9033.01
27/11/2020;0.25;1.63;200.00;360479.00;10803.61
28/11/2020;1.96;0.29;35.00;389356.00;11706.00
29/11/2020;1.04;0.25;0.00;392735.00;11829.63
30/11/2020;3.21;0.92;0.00;413281.00;12311.54
01/12/2020;1.58;3.29;8.00;386094.00;11543.82
02/12/2020;1.58;2.92;1.00;373560.00;11132.33
03/12/2020;4.83;1.17;2.00;403007.00;11976.97
04/12/2020;5.25;1.71;0.00;412276.00;12287.67
05/12/2020;3.71;3.04;1.00;378409.00;11385.63
06/12/2020;3.00;3.75;0.00;371344.00;11230.76
07/12/2020;5.13;5.50;0.00;354912.00;10687.00
08/12/2020;2.08;4.13;60.00;363878.00;10880.48
09/12/2020;2.38;3.38;0.00;372783.00;11201.95
10/12/2020;2.54;2.54;0.00;381217.00;11437.29
11/12/2020;5.08;1.46;0.00;408042.00;12195.01
12/12/2020;4.38;2.50;0.00;389502.00;11646.73
13/12/2020;3.67;2.63;6.00;385925.00;11626.15
14/12/2020;4.63;5.63;0.00;380704.00;11535.46
15/12/2020;2.46;7.00;0.00;334147.00;10388.13
16/12/2020;2.67;5.96;27.00;341498.00;10363.48
17/12/2020;3.96;6.71;2.00;336846.00;10281.87
18/12/2020;4.50;6.50;8.00;338686.00;10502.16
19/12/2020;3.54;5.00;301.00;327336.00;10289.74
20/12/2020;3.71;7.38;4.00;310498.00;9868.93
21/12/2020;4.08;5.75;89.00;331848.00;10434.65
22/12/2020;4.50;6.21;10.00;329009.00;10213.27
